username,text,likes,date
@muftimenk,"How is it that they’re allowed to say “flatten Gaza” without any  repercussions but the minute we highlight their atrocities, we are accused of inciting violence!",28739,"Nov 21, 2023 · 11:34 PM UTC"
@zoo_bear,"Refaat Alareer was killed by @Israel today.   In his recent interview in October,  ""There is no way out of Gaza. What should we do... drown? Commit mass suicide? Is this what Israel wants? And we're not going to do that.. I am an academic, Probably the toughest thing I have at home is an Expo Marker. But if the Israelis invade us, If they barge at us, open door to door to massacre us, I am going to use that Marker, Throw it at the Israeli soldiers, even if that is the last thing that I will be able to do. And this is the feeling of everybody in Palestine. We are helpless and we have nothing to lose""",2772,"Dec 7, 2023 · 9:06 PM UTC"
@fatuglyloser,Yeah bro the mess in the absolute shithole Gaza is McDonald’s responsibility to clean up,0,"Dec 8, 2023 · 3:46 AM UTC"
@Claire_V0ltaire,"“What Israel is doing in Gaza will make gazans hate Israelis more.”  Guess what breaching a wall and slaughtering entire families, torturing and raping women and burning children and taking hundreds as captives did to Israelis?  Did you think Israelis can’t feel pain?",489,"Dec 8, 2023 · 1:48 AM UTC"
@EladNehorai,"I don't remember where I read it, but I once that we only valorize resilience because we don't want to face the reality of why people are forced to be resilient.  This is heartbreaking beyond words, and it's happening to the entire population of Gaza.",9,"Dec 8, 2023 · 3:46 AM UTC"
@AlnaouqA,"Dr Refaat Alareer @itranslate123 has been assassinated now by Israel. Refaat is one of the founders of @WeAreNotNumbers and a very good friend. He authored many books and wrote tens of stories about Gaza.   Refaat’s assassination is tragic, painful and outrageous. It is a huge loss.",11779,"Dec 7, 2023 · 7:37 PM UTC"
@sahouraxo,"Israel is stripping Palestinian civilians naked on the streets of Gaza, kidnapping them, and taking them to an isolated area so it can mass execute them.  Read that again.",3709,"Dec 7, 2023 · 3:38 PM UTC"
@AJEnglish,‘I hope more young people will follow in Refaat’s footsteps.’  Tributes pour in after renowned Palestinian poet and academic Refaat Alareer was killed in an Israeli strike in southern Gaza along with several family members.   🔴 LIVE updates: aje.io/juzppo,57,"Dec 8, 2023 · 3:41 AM UTC"
@rmslim,"⁦@AkbarSAhmed⁩: “Officials are worried #Israel is seeking #U.S. weapons 4a war in #Lebanon, &analysts say an uptick in attacks tied 2#Iran risks ensnaring the U.S. in a major conflict.” U.S. Officials Fear Israel-Gaza Conflict Could Spark Broader War https://www.huffpost.com/entry/israel-gaza-war-lebanon-iran-us-yemen_n_65724dd5e4b001ec86a76c9a",1,"Dec 8, 2023 · 3:46 AM UTC"
@meslippers,Brianna is correct.  We are not against the Jews in the US or Israel. We ARE against the >genocide< that the US/Israel is perpétrating in Gaza. Because Zionism is NOT Judaism we join with the Jews who protest this genocide & defend  Palestine.  #ColonizersOutOfUSA,0,"Dec 8, 2023 · 3:46 AM UTC"
@IfNotNowOrg,"This is an abomination. As Jews, to see this being done in our name... horrifying, despicable, words fail.  This is what our government supports in Gaza. Thousands of children murdered, people being rounded up, stripped, and G-d knows what else.  Ceasefire NOW, end this nightmare",9897,"Dec 7, 2023 · 6:18 PM UTC"
@Kahlissee,"The beautiful, resilient children of Gaza. Israel will never defeat them.",19261,"Dec 6, 2023 · 8:15 PM UTC"
@MuhammadSmiry,"Instead of giving our children food,  The UN is giving them toys that look like food. #Gaza",147272,"Dec 7, 2023 · 12:25 PM UTC"
@elfeky1711,The sorrow in his eyes  He’s literally going through a mental breakdown in front of our eyes  The Israeli army killed 21 family members of him  The west violated all what they have claimed about human rights & ethics of Journalism  #Gaza_Geniocide #InvokeGenocideConvention #Gaza,178,"Dec 8, 2023 · 12:03 AM UTC"
@ShaykhSulaiman,GAZA IS AN OPEN AIR PRISON,1520,"Dec 7, 2023 · 12:30 PM UTC"
@skpapofly,Will civilians hide in tunnels? Civilians will be asked to stay on the ground to protect Hamas!,0,"Dec 8, 2023 · 3:46 AM UTC"
@muhammadshehad2,"2\ Refaat taught poetry & english literature; he taught Harry Potter, Shakespeare, Tomas Wyatt, John Donne, Elizabeth Barrett Browning, Wilfred Owen, T. S. Eliot...  He edited 2 books to raise our voice to the world: ""Gaza Unsilenced"" & ""Gaza Writes Back""  He was full of life!",6818,"Dec 7, 2023 · 7:59 PM UTC"
@1b2_r,"This footage is from northern Gaza, not Khan Yunis, and these are civilians who were kidnapped from an UNRWA shelter",597,"Dec 7, 2023 · 7:34 PM UTC"
@GazaMartyrs,"The martyr Heba Al-Hamarna, aged 28...  A teacher who established a private center, she dreamt of traveling and seeing the world beyond the borders of Gaza. She was an activist in human rights organizations and involved in organizing summer activities for children.  her friend said:""She loved the sea a lot and enjoyed writing. She was always laughing and smiling, the one who brought friends together. She loved going out and taking walks. She stood by everyone in everything, and in every situation, she was a support.""  She was martyred in an Israeli airstrike on the Al-Hamarna family home on December 1, 2023.",3367,"Dec 7, 2023 · 3:07 PM UTC"
@NimraMushtaq10,"Natenyahu is a fuc*ing murderer, a psychopath and a maniac. May he rot in hell along with his allies❌🖐️🇮🇱🇺🇸🤬🖐️  #أبوعبيدة #Gaza #FreePalestine #FreePalestineFromIsraeI #Gaza_Geniocide #Gaza_Geniocide #IsraeliLies #IsraelTerorrist #IsraelApartheidState",0,"Dec 8, 2023 · 3:46 AM UTC"
@saidshoaib_gaza,Waiting to get flour from the #UNRWA distribution centre.   #Gaza,6961,"Dec 6, 2023 · 8:05 PM UTC"
@MuhammadSmiry,A citizen from central Gaza says:  ‘This is the only amount of food that we have received as an entire family in three days in the school.’,13748,"Dec 7, 2023 · 5:28 PM UTC"
@StellarVoyager1,"No assclown he joked about an obviously bullshit story. It was akin to mocking the ""Bowling Green Massacre"". But there are babies being murdered for real in Gaza, every day. I guess since Refaat made a joke you didn't like then they all deserve to die? Disgusting",0,"Dec 8, 2023 · 3:46 AM UTC"
@tparsi,"Biden can put a stop to this slaughter of children in Gaza. It is not that he doesn't have the leverage to stop Israel.  It's that he doesn't want to pay the political cost of using that leverage.  Thus, more babies who have nothing to do with this will be slaughtered.",17297,"Dec 6, 2023 · 7:34 PM UTC"
@jennineak,"less than two years ago everything turned blue and yellow overnight. every website I went to, every logo, every app, every institution. billboards, light displays. blue and yellow for ukraine. blue and yellow. and for palestine, for gaza, just darkness",1196,"Dec 8, 2023 · 1:56 AM UTC"
@smilectics,"""Our people's firm and permanent choice is comprehensive resistance to this Nazi zionist occupation, which is hostile to all religions and moral and civilizational value""   Hamas press conference held on the 62nd day of the zionist aggression against Gaza (1/2, via RNN):",1,"Dec 8, 2023 · 3:35 AM UTC"
@fatimazsaid,Horrifying eyewitness reports coming out from Gaza that the Israeli army is gathering unarmed men and boys and carrying out summary executions while forcing their families to watch.  This is Srebrenica all over again.,1570,"Dec 7, 2023 · 2:07 PM UTC"
@SyedaaAiman,The girl lost her family by Israeli bombardment in Gaza. 💔,481,"Dec 7, 2023 · 5:47 AM UTC"
@ChayaRaichik10,Who wants to chip in with me for her plane ticket to Gaza to trade places with one of the hostages? She really wants to be a hostage of Hamas,2471,"Dec 7, 2023 · 7:46 PM UTC"
@_ZachFoster,"If you are Palestinian & you call for an ""uprising,"" you are accused of calling for genocide.  If you are Israeli & you say, ""The enemy is Amalek,"" (i.e. kill every man, woman, child & ox) in Gaza & then you kill 16,000 Palestinians in 2 months, u ""have a right to self-defense.""",18992,"Dec 6, 2023 · 8:52 PM UTC"
@SkyNews,"Israel has claimed it has created shelters with aid organisations in al Mawasi, a 'safe zone' in the south of Gaza.   A Sky News team visited and found no aid, no food kitchens and no help.  https://trib.al/POsEkcz",16401,"Dec 6, 2023 · 5:24 PM UTC"
@hamnazaman2,Israeli soldiers arrested little kids of Palestine 💔 they are terrified #FreePalestine #Israel #cease_fire_now #Gaza #WarCrimes #viralvideo,7,"Dec 8, 2023 · 3:35 AM UTC"
@MintPressNews,"“I wish I could say the same as my Ukrainian colleague told you... when it came to Palestine, you call it a conflict. It’s a genocide.”  A Palestinian speaker highlights the complicity of the West in supporting Israel's genocide in Gaza at the 25th EU-NGO Forum on Human Rights today in Brussels, Belgium.",9007,"Dec 4, 2023 · 7:52 PM UTC"
@QudsNen,"""What should we do? drown? commit mass suicide, is that what Israel wants?""  These are the sentiments expressed by Dr. Rafaat al-Araeer concerning the heinous crimes committed by Israel against Palestinians in Gaza.  May Dr. Rafaat rest in peace.",900,"Dec 7, 2023 · 9:07 PM UTC"
@ghadaoueiss,1: Nazi Germany  2: Gaza Today,25660,"Dec 7, 2023 · 3:42 PM UTC"
@taraxrh,You wrote an article on October 11th after almost 1000 Palestinians in Gaza had been killed demonising Palestinian resistance and not even saying the word Palestine or Palestinian once. You quietly edited it after you (rightfully) got backlash for your stupid piece. You don’t get to grieve or be “sickened by his loss”,4693,"Dec 7, 2023 · 10:36 PM UTC"
@TheoAnonis,"-Six year old child stabbed to death because he was Palestinian.  - Three Palestinian students shot because they were Palestinian.  17,000 (and counting) Palestinians in Gaza murdered including 5,000+ children.  Spare me the outrage.",0,"Dec 8, 2023 · 3:46 AM UTC"
@AbbasBilgrami21,NO LEADER OF ANY MUSLIM COUNTRY HAD THE GUTS TO SAY WHAT LIKE THIS MEMBER OF UK HOUSE OF LORDS.                                                                He Nailed Isreal Within Four Minutes. Let's Make This Video Go Viral! #Gaza_Geniocide,161,"Dec 7, 2023 · 6:34 PM UTC"
@HilzFuld,"Thank you Hashem for letting the Jewish people start Hanukah with a smile thanks to this mass surrender of Hamas terrorists in Gaza. This should be the first of many! Thank you, IDF! 🙏🇮🇱💪❤️",18948,"Dec 7, 2023 · 2:12 PM UTC"
@Resist_05,Israeli forces detain paramedics at gun point preventing them from saving lives in Gaza…🇵🇸💔,739,"Dec 8, 2023 · 12:43 AM UTC"
@RdHdSteppeson,"Well, they used to live in various parts of Palestine, now most live as refugees, though some remain in Gaza. A few did gain Israeli citizenship but were ruled 'present absentees' and still had property seized.",0,"Dec 8, 2023 · 3:46 AM UTC"
@Lowkey0nline,The US has sent 200 cargo planes of weapons to Israel throughout this genocidal war on Gaza.  Genocide made in the USA.,8753,"Dec 7, 2023 · 2:58 PM UTC"
@EllaTravelsLove,At least he admits the truth: A lot of Gaza's civilians infiltrated into Israel on October 7th kidnapped Israeli citizens and looted villages.  CIVILIANS.,361,"Dec 7, 2023 · 9:36 PM UTC"
@GeoRebekah,"Dear @cnn:  At about 4 pm ET yesterday, one of your guests (John) suggested that the UNLV shooter might be a Muslim person angry over the situation in Gaza.  There was no evidence to suggest that. No sources. Nothing.   The shooter was a 67-year-old white man angry about not getting a job.   This blatent racism and wrecklessness should result in an automatic ban from your network.   You're no better than Fox blaming Muslims for the Rainbow Bridge car wreck.  Fire John.   https://www.cnn.com/2023/12/06/us/university-of-nevada-las-vegas-shooting-thursday",11334,"Dec 7, 2023 · 2:00 PM UTC"
@halaljew,"It is the fucking height of narcissism to watch Israel kill SEVENTEEN THOUSANDS PALESTINIANS in Gaza  and then that claim we, American Jews, are the real victims. I’m so sick of this bullshit, American Jews live incredibly safe lives. 17,000 DEAD! GET SOME FUCKING PERSPECTIVE!",127,"Dec 8, 2023 · 3:34 AM UTC"
@nevzat_calis,The Israeli occupation forces brutally assault a Palestinian youth in Salah Eddin street in Jerusalem. 24.11.23 #غزة_الآن #FreePalestine #Gaza #Israel #Palestine #IsraeliNewNazism #IsraelTerorrist #ZionistTerror,139,"Dec 2, 2023 · 4:47 PM UTC"
@FadelSoliman,If the world gets bombarded by a virus far more fatal than the #coronavirus then remember that it can be the curse of oppressing 2 Million innocent #Palestinians in #Gaza who have been besieged by #Israel for >2 months and neither have shelter nor food.,283,"Dec 7, 2023 · 1:57 PM UTC"
@ClaudiaWebbe,Why are we allowing Israel to carry on killing Palestinian children in Gaza?  Ceasefire Now,16644,"Dec 7, 2023 · 11:12 AM UTC"
@AJEnglish,"Israel continues to escalate its bombardment on Gaza, straining health facilities and aid efforts.  🔴 Follow our LIVE coverage: aje.io/juzppo",307,"Dec 8, 2023 · 12:17 AM UTC"
@zei_squirrel,"recently Bari Weiss put a kill target on Refaat Alareer, a Palestinian writer and reporter in Gaza, for daring to joke about the baby in oven hoax. The Israeli regime, whose members follow her every word, have now killed him. Bari Weiss killed Refaat Alareer",13188,"Dec 7, 2023 · 8:23 PM UTC"
@hebh_jamal,We never got to do the event. We said we’d do it next time I am in Gaza. There won’t be a next time now.   I am so angry. This is Refaat. Always thinking about his students. About their writing. A powerful teacher and writer.,1714,"Dec 7, 2023 · 9:07 PM UTC"
@iamIqraKhalid,"Yesterday, I met with residents to share their grief and concerns for the over 15,000 innocent civilians killed by the violence in Gaza, the challenges around bringing Canadians and families home, and building a better long term solution.  There must be a permanent ceasefire now.",4,"Dec 7, 2023 · 9:03 PM UTC"
@ME_1948_Updates,"The founder of Hamas, Ahmed Yassin, was 12 years old when his family was ethnically cleansed from Al-Jura, fleeing to the Al-Shati refugee camp in Gaza, during the Nakba.  I don’t condemn Hamas; I condemn the occupation that necessitated the existence of a Hamas",7576,"Dec 7, 2023 · 4:59 AM UTC"
@fatimazsaid,"Speak to any writer, poet, translator or student of literature or English in Gaza, and they will tell you how Refaat @itranslate123 was instrumental to their education and journey as writers, poets and students.  There are not enough words in the world to describe this loss.",205,"Dec 7, 2023 · 8:52 PM UTC"
@realRickWiles,Zionist Israel's AI war god chose this Gaza residential neighborhood to destroy today. Only God in Heaven knows how many souls lost their lives today. Israel has lost its right to exist as a state.  It must be legally dismantled just as NATO eliminated Yugoslavia as a nation.,1308,"Dec 7, 2023 · 7:20 PM UTC"
@HelenClarkNZ,"“Among buildings destroyed or partially destroyed are the main Palestinian court in #Gaza…. the Palestinian Legislative Council complex, 339 education facilities & 167 places of worship, while 26 of the territory’s 35 hospitals are not functioning.” https://www.theguardian.com/world/2023/dec/07/widespread-destruction-in-gaza-puts-concept-of-domicide-in-focus",34,"Dec 8, 2023 · 2:38 AM UTC"
@sweetpotatoes,"Geoff Keighley has still not responded to this letter, which now 78 Future Class members (out of 150 when the letter was issued) have signed. The Future Class members who signed are looking for a platform tonight to acknowledge the crisis in Gaza.",1318,"Dec 7, 2023 · 4:05 PM UTC"
@OwenJones84,"There's a coordinated attempt to make you disbelieve Gaza's hideously high death toll.  Israel claim it's Hamas propaganda, and that most killed are combatants.  These are lies.  Here's an explanation of why the official death toll is actually an underestimate.",842,"Dec 7, 2023 · 2:31 PM UTC"
